=== FRAUDULENT ===
>>> python generate.py --input data/raw/Fake Postings.csv --source-type scam --output-dir D:/ai-scam-detection-data/generated --text-cols title,description,requirements,benefits --label-col fraudulent --sample 600 --seed 101
[1/600] rendered images/Fake Postings_9521_d378ab328515.jpg (sms, light, fraudulent)
[163/200] rendered images/Enron_10600_eb4365f85c03.png (email, dark, fraudulent)
[164/200] rendered images/Enron_22926_093aa10ab37c.png (email, light, fraudulent)
[165/200] rendered images/Enron_15320_92f35561f63f.png (email, dark, fraudulent)
[166/200] rendered images/Enron_26060_0252aff194e4.png (email, dark, fraudulent)
[167/200] rendered images/Enron_24342_210edde54395.png (email, light, fraudulent)
[168/200] rendered images/Enron_29075_71dbb6bcea14.png (email, dark, fraudulent)
[169/200] rendered images/Enron_20954_5e8b44665bd8.png (email, light, fraudulent)
[170/200] rendered images/Enron_26054_52dad96d6686.png (email, dark, fraudulent)
[171/200] rendered images/Enron_23437_37d30c41da41.png (email, light, fraudulent)
[172/200] rendered images/Enron_27916_e5b66a5884b8.png (email, light, fraudulent)
[173/200] rendered images/Enron_22510_64ff09005d98.png (email, light, fraudulent)
[174/200] rendered images/Enron_17729_5a07165da7f5.png (email, light, fraudulent)
[175/200] rendered images/Enron_14870_351e6f10f635.png (email, light, fraudulent)
[176/200] rendered images/Enron_15574_f7a3a28d4f6a.png (email, dark, fraudulent)
[177/200] rendered images/Enron_19381_0f2eaf469f83.png (email, dark, fraudulent)
[178/200] rendered images/Enron_22813_698b92362645.png (email, light, fraudulent)
[179/200] rendered images/Enron_14577_d3159ff91e48.png (email, dark, fraudulent)
[180/200] rendered images/Enron_20434_4e69bc313a0e.png (email, light, fraudulent)
[181/200] rendered images/Enron_14467_f9251fe7c48d.png (email, dark, fraudulent)
[182/200] rendered images/Enron_28639_16b0b3a97907.png (email, light, fraudulent)
[183/200] rendered images/Enron_9627_1baede664e49.png (email, light, fraudulent)
[184/200] rendered images/Enron_4159_10897855e4b6.png (email, light, fraudulent)
[185/200] rendered images/Enron_14380_d375c132e2cb.png (email, dark, fraudulent)
[186/200] rendered images/Enron_9994_332decd4f90f.png (email, dark, fraudulent)
[187/200] rendered images/Enron_3767_8fb91aede04e.png (email, light, fraudulent)
[188/200] rendered images/Enron_19619_9506092c0afd.png (email, dark, fraudulent)
[189/200] rendered images/Enron_10030_df6976f4aa94.png (email, light, fraudulent)
[190/200] rendered images/Enron_23316_a4a118edf1e2.png (email, dark, fraudulent)
[191/200] rendered images/Enron_27835_543d1ba042da.png (email, light, fraudulent)
[192/200] rendered images/Enron_20025_e2ef659f3e49.png (email, light, fraudulent)
[193/200] rendered images/Enron_4299_91e7aaa80d98.png (email, light, fraudulent)
[194/200] rendered images/Enron_17794_241dd32ce7ef.png (email, light, fraudulent)
[195/200] rendered images/Enron_27389_37fd3567c59d.png (email, light, fraudulent)
[196/200] rendered images/Enron_15791_2ecdd9e7a524.png (email, light, fraudulent)
[197/200] rendered images/Enron_27364_779826080830.png (email, light, fraudulent)
[198/200] rendered images/Enron_15528_5f21754de977.png (email, dark, fraudulent)
[199/200] rendered images/Enron_10542_5495ce64cc30.png (email, dark, fraudulent)
[200/200] rendered images/Enron_19417_b6edff6baa1d.png (email, light, fraudulent)

Wrote 200 samples. Manifest: D:\ai-scam-detection-data\generated\manifest.csv
>>> python generate.py --input data/raw/Ling.csv --source-type email --output-dir D:/ai-scam-detection-data/generated --text-cols subject,body --label-filter fraudulent --sample 200 --seed 111
[1/200] rendered images/Ling_2607_d99dc82051e2.png (email, light, fraudulent)
[2/200] rendered images/Ling_653_2af8d527be0f.png (email, light, fraudulent)
[3/200] rendered images/Ling_1031_da98cc8801ae.png (email, dark, fraudulent)
[4/200] rendered images/Ling_1585_30e073de4017.png (email, light, fraudulent)
[5/200] rendered images/Ling_611_5f902611ef72.png (email, dark, fraudulent)
[6/200] rendered images/Ling_1264_d8822cb8c9fe.png (email, dark, fraudulent)
[7/200] rendered images/Ling_1304_8ad3ddcd38bc.png (email, dark, fraudulent)
[8/200] rendered images/Ling_1982_42854669136d.png (email, dark, fraudulent)
[9/200] rendered images/Ling_2579_f2ee0bb1701f.png (email, dark, fraudulent)
[10/200] rendered images/Ling_505_edfbdd532c76.png (email, dark, fraudulent)
[11/200] rendered images/Ling_2001_c8d724c711cd.png (email, dark, fraudulent)
[12/200] rendered images/Ling_2838_6e757b05b153.png (email, light, fraudulent)
[13/200] rendered images/Ling_2230_fbefca28b86d.png (email, light, fraudulent)
[14/200] rendered images/Ling_1320_66757d0f6045.png (email, light, fraudulent)
[15/200] rendered images/Ling_1750_3e8b23f12013.png (email, dark, fraudulent)
[16/200] rendered images/Ling_696_fca8961ec2f6.png (email, light, fraudulent)
[17/200] rendered images/Ling_579_e37d8b555b73.png (email, light, fraudulent)
[18/200] rendered images/Ling_2078_08d0828ddb4e.png (email, light, fraudulent)
[19/200] rendered images/Ling_1455_73393f68857e.png (email, light, fraudulent)
[20/200] rendered images/Ling_2835_224d0778d0c7.png (email, light, fraudulent)
[21/200] rendered images/Ling_2584_ff94b41e7d3d.png (email, light, fraudulent)
[22/200] rendered images/Ling_1241_b70a461b790f.png (email, dark, fraudulent)
[23/200] rendered images/Ling_2271_926687730e77.png (email, dark, fraudulent)
[24/200] rendered images/Ling_915_4c7ea62c1e8b.png (email, light, fraudulent)
[25/200] rendered images/Ling_1234_8ff9ac09265f.png (email, light, fraudulent)
[26/200] rendered images/Ling_680_cbbf94155112.png (email, dark, fraudulent)
[27/200] rendered images/Ling_2556_1f8c1af500d5.png (email, dark, fraudulent)
[28/200] rendered images/Ling_2272_16bad1865fbe.png (email, dark, fraudulent)
[29/200] rendered images/Ling_2329_c5163c4b778f.png (email, light, fraudulent)
[30/200] rendered images/Ling_2466_0cb50ef5106c.png (email, light, fraudulent)
[31/200] rendered images/Ling_1112_b67b5a6d4c4e.png (email, light, fraudulent)
[32/200] rendered images/Ling_1588_7e1c50416d83.png (email, light, fraudulent)
[33/200] rendered images/Ling_2555_a3904b957837.png (email, light, fraudulent)
[34/200] rendered images/Ling_137_ffbfcf30eca5.png (email, dark, fraudulent)
[35/200] rendered images/Ling_1013_a2955999f099.png (email, dark, fraudulent)
[36/200] rendered images/Ling_2100_7bedd94bd756.png (email, dark, fraudulent)
[37/200] rendered images/Ling_2447_46b6830b9c3a.png (email, dark, fraudulent)
[38/200] rendered images/Ling_2179_f5d2ffa553a2.png (email, dark, fraudulent)
[39/200] rendered images/Ling_716_013a5a9f9bed.png (email, light, fraudulent)
[40/200] rendered images/Ling_1773_8e7cbd31c3ea.png (email, light, fraudulent)
[41/200] rendered images/Ling_1368_d3080a765cd8.png (email, dark, fraudulent)
[42/200] rendered images/Ling_1281_504fffa52532.png (email, dark, fraudulent)
[43/200] rendered images/Ling_180_a4e05b6e5dc6.png (email, dark, fraudulent)
[44/200] rendered images/Ling_1326_999c249c80b3.png (email, light, fraudulent)
[45/200] rendered images/Ling_2595_4b9eeae0b78c.png (email, light, fraudulent)
[46/200] rendered images/Ling_1621_3fd621b511b9.png (email, light, fraudulent)
[47/200] rendered images/Ling_383_bd6495d1c9c3.png (email, light, fraudulent)
[48/200] rendered images/Ling_964_d46392a5b19f.png (email, dark, fraudulent)
[49/200] rendered images/Ling_360_68befe25f175.png (email, dark, fraudulent)
[50/200] rendered images/Ling_1076_5bf377d2f131.png (email, dark, fraudulent)
[51/200] rendered images/Ling_1388_ce196fd8bb9b.png (email, light, fraudulent)
[52/200] rendered images/Ling_665_f9ec759dedf4.png (email, light, fraudulent)
[53/200] rendered images/Ling_1087_832858053815.png (email, light, fraudulent)
[54/200] rendered images/Ling_715_9c44a8cf3432.png (email, light, fraudulent)
[55/200] rendered images/Ling_1598_724cb1541936.png (email, light, fraudulent)
[56/200] rendered images/Ling_103_16e7e7109c92.png (email, dark, fraudulent)
[57/200] rendered images/Ling_2249_254abdf69a08.png (email, dark, fraudulent)
[58/200] rendered images/Ling_112_7209d8479add.png (email, dark, fraudulent)
[59/200] rendered images/Ling_2808_15338c776370.png (email, dark, fraudulent)
[60/200] rendered images/Ling_2000_a62b894069b5.png (email, light, fraudulent)
[61/200] rendered images/Ling_1599_667219d838b2.png (email, light, fraudulent)
[62/200] rendered images/Ling_2076_c2aa18e04fa1.png (email, dark, fraudulent)
[63/200] rendered images/Ling_2223_11c468561ca7.png (email, dark, fraudulent)
[64/200] rendered images/Ling_983_566c3b7e09af.png (email, light, fraudulent)
[65/200] rendered images/Ling_2389_286c40e75aa3.png (email, dark, fraudulent)
[66/200] rendered images/Ling_1586_098fd0f719c2.png (email, dark, fraudulent)
[67/200] rendered images/Ling_1560_901b6df84aaa.png (email, dark, fraudulent)
[68/200] rendered images/Ling_1574_bab60135f579.png (email, light, fraudulent)
[69/200] rendered images/Ling_1719_aca3bf90fe62.png (email, light, fraudulent)
[70/200] rendered images/Ling_2609_7f23f2f05781.png (email, dark, fraudulent)
[71/200] rendered images/Ling_2231_f15b3bdfcf5a.png (email, dark, fraudulent)
[72/200] rendered images/Ling_2190_50ecd335889b.png (email, dark, fraudulent)
[73/200] rendered images/Ling_2288_195dcdfea020.png (email, dark, fraudulent)
[74/200] rendered images/Ling_1984_8b5d59a331a6.png (email, light, fraudulent)
[75/200] rendered images/Ling_481_53c0e744a474.png (email, dark, fraudulent)
[76/200] rendered images/Ling_93_81669119e6ed.png (email, dark, fraudulent)
[77/200] rendered images/Ling_2820_237320997566.png (email, light, fraudulent)
[78/200] rendered images/Ling_2449_1eaaa5f6c834.png (email, light, fraudulent)
[79/200] rendered images/Ling_2056_53945098bc5e.png (email, dark, fraudulent)
[80/200] rendered images/Ling_1385_9fc6a88c8f2d.png (email, light, fraudulent)
[81/200] rendered images/Ling_1701_3336c73c48f0.png (email, dark, fraudulent)
[82/200] rendered images/Ling_1796_0c010ec33c33.png (email, light, fraudulent)
[83/200] rendered images/Ling_2504_d66e9fd2471e.png (email, dark, fraudulent)
[84/200] rendered images/Ling_1146_22866823996b.png (email, light, fraudulent)
[85/200] rendered images/Ling_2635_2fcfe8ed7175.png (email, light, fraudulent)
[86/200] rendered images/Ling_634_f54971b940d9.png (email, light, fraudulent)
[87/200] rendered images/Ling_1363_009f1896f6a5.png (email, light, fraudulent)
[88/200] rendered images/Ling_2209_2cad4ad0f333.png (email, light, fraudulent)
[89/200] rendered images/Ling_470_67eb0c20fc77.png (email, dark, fraudulent)
[90/200] rendered images/Ling_2422_eddd18a14e0c.png (email, dark, fraudulent)
[91/200] rendered images/Ling_1793_b0616f5ab605.png (email, light, fraudulent)
[92/200] rendered images/Ling_2375_db8e24deaf34.png (email, light, fraudulent)
[93/200] rendered images/Ling_1259_8f5f2b2ff59a.png (email, dark, fraudulent)
[94/200] rendered images/Ling_1878_1afbcaf08a76.png (email, dark, fraudulent)
[95/200] rendered images/Ling_2207_35aa25e3791a.png (email, dark, fraudulent)
[96/200] rendered images/Ling_1755_8440ac4fd1fa.png (email, light, fraudulent)
[97/200] rendered images/Ling_1530_94ecdbfcf599.png (email, dark, fraudulent)
[98/200] rendered images/Ling_21_78ae4232e621.png (email, light, fraudulent)
[99/200] rendered images/Ling_1779_f6308c2e3a3a.png (email, light, fraudulent)
[100/200] rendered images/Ling_1943_06d8248659aa.png (email, light, fraudulent)
[101/200] rendered images/Ling_2291_92a80dab7d81.png (email, dark, fraudulent)
[102/200] rendered images/Ling_663_76101a3beed0.png (email, light, fraudulent)
[103/200] rendered images/Ling_433_93fcbf9829aa.png (email, light, fraudulent)
[104/200] rendered images/Ling_458_8339cefe34cc.png (email, dark, fraudulent)
[105/200] rendered images/Ling_2652_3145e5ce4859.png (email, light, fraudulent)
[106/200] rendered images/Ling_1780_bc5f9dad2409.png (email, dark, fraudulent)
[107/200] rendered images/Ling_862_aeefa730abdb.png (email, light, fraudulent)
[108/200] rendered images/Ling_1212_865c301f5094.png (email, dark, fraudulent)
[109/200] rendered images/Ling_159_be954d7ce491.png (email, dark, fraudulent)
[110/200] rendered images/Ling_2581_e8802d59afc3.png (email, dark, fraudulent)
[111/200] rendered images/Ling_171_458ef463ed90.png (email, light, fraudulent)
[112/200] rendered images/Ling_1131_14e546d0e4b3.png (email, light, fraudulent)
[113/200] rendered images/Ling_2008_055eb2b6ae4e.png (email, dark, fraudulent)
[114/200] rendered images/Ling_199_73eabf7e3b92.png (email, dark, fraudulent)
[115/200] rendered images/Ling_1797_93d92a6ee14b.png (email, dark, fraudulent)
[116/200] rendered images/Ling_401_9632f1e8c895.png (email, dark, fraudulent)
[117/200] rendered images/Ling_1303_8801d8b62694.png (email, dark, fraudulent)
[118/200] rendered images/Ling_2099_fb8c931e615c.png (email, dark, fraudulent)
[119/200] rendered images/Ling_685_7e1ab27d4b78.png (email, dark, fraudulent)
[120/200] rendered images/Ling_613_fb0bbcadfd6d.png (email, dark, fraudulent)
[121/200] rendered images/Ling_1894_b8e9d982608c.png (email, light, fraudulent)
[122/200] rendered images/Ling_1939_de4a8452f995.png (email, dark, fraudulent)
[123/200] rendered images/Ling_1551_d997fc8cb55c.png (email, light, fraudulent)
[124/200] rendered images/Ling_369_f6a4f198df4c.png (email, dark, fraudulent)
[125/200] rendered images/Ling_1664_01e3d1db92b3.png (email, dark, fraudulent)
[126/200] rendered images/Ling_1277_ebf39add5633.png (email, light, fraudulent)
[127/200] rendered images/Ling_2836_4a4045651214.png (email, light, fraudulent)
[128/200] rendered images/Ling_2854_6440abc75158.png (email, light, fraudulent)
[129/200] rendered images/Ling_2030_2ed29adcd6d3.png (email, dark, fraudulent)
[130/200] rendered images/Ling_404_d95d249dced6.png (email, light, fraudulent)
[131/200] rendered images/Ling_2462_802a2032c171.png (email, dark, fraudulent)
[132/200] rendered images/Ling_801_c5553d4b8284.png (email, light, fraudulent)
[133/200] rendered images/Ling_2077_31714edb5b02.png (email, dark, fraudulent)
[134/200] rendered images/Ling_1340_7d9e1d50be6b.png (email, light, fraudulent)
[135/200] rendered images/Ling_444_f2c4bd980321.png (email, light, fraudulent)
[136/200] rendered images/Ling_590_a5fc3bfca1cf.png (email, dark, fraudulent)
[137/200] rendered images/Ling_277_df19297bce05.png (email, dark, fraudulent)
[138/200] rendered images/Ling_1547_5dac33332944.png (email, dark, fraudulent)
[139/200] rendered images/Ling_1483_29cba82d1edc.png (email, light, fraudulent)
[140/200] rendered images/Ling_899_44632c189aa4.png (email, dark, fraudulent)
[141/200] rendered images/Ling_168_36c8a24e2191.png (email, dark, fraudulent)
[142/200] rendered images/Ling_86_c368d3a7ac5a.png (email, light, fraudulent)
[143/200] rendered images/Ling_633_35f648bf65fe.png (email, light, fraudulent)
[144/200] rendered images/Ling_701_0c0661ee50c2.png (email, light, fraudulent)
[145/200] rendered images/Ling_1299_d221991d2569.png (email, dark, fraudulent)
[146/200] rendered images/Ling_1948_339bdb13935c.png (email, light, fraudulent)
[147/200] rendered images/Ling_430_096c54704275.png (email, light, fraudulent)
[148/200] rendered images/Ling_2597_14f2d5130fec.png (email, dark, fraudulent)
[149/200] rendered images/Ling_2429_23ac01b2b4ba.png (email, dark, fraudulent)
[150/200] rendered images/Ling_1683_27e130e790f7.png (email, dark, fraudulent)
[151/200] rendered images/Ling_1130_08eff63a324b.png (email, light, fraudulent)
[152/200] rendered images/Ling_861_42e37e68abe9.png (email, dark, fraudulent)
[153/200] rendered images/Ling_2627_128e5c0ccd31.png (email, dark, fraudulent)
[154/200] rendered images/Ling_644_07a8526260eb.png (email, light, fraudulent)
[155/200] rendered images/Ling_2208_79f695e8d3c1.png (email, dark, fraudulent)
[156/200] rendered images/Ling_2807_00da021d5124.png (email, dark, fraudulent)
[157/200] rendered images/Ling_851_530afe08d6a9.png (email, light, fraudulent)
[158/200] rendered images/Ling_2853_3b773dbe203a.png (email, light, fraudulent)
[159/200] rendered images/Ling_511_866193832f72.png (email, dark, fraudulent)
[160/200] rendered images/Ling_1298_30c278909f47.png (email, light, fraudulent)
[161/200] rendered images/Ling_2445_c335bfa53507.png (email, light, fraudulent)
[162/200] rendered images/Ling_1864_742ab6f3650c.png (email, dark, fraudulent)
[163/200] rendered images/Ling_1733_50c484bd7538.png (email, dark, fraudulent)
[164/200] rendered images/Ling_512_80282aa30231.png (email, dark, fraudulent)
[165/200] rendered images/Ling_1243_64b15064d4dc.png (email, light, fraudulent)
[166/200] rendered images/Ling_1641_539430b9e449.png (email, light, fraudulent)
[167/200] rendered images/Ling_1756_31d42f58a468.png (email, light, fraudulent)
[168/200] rendered images/Ling_1049_8e412ae4499d.png (email, light, fraudulent)
[169/200] rendered images/Ling_2569_f0786036a1ea.png (email, dark, fraudulent)
[170/200] rendered images/Ling_358_566763f77691.png (email, dark, fraudulent)
[171/200] rendered images/Ling_1263_1dcac9096931.png (email, dark, fraudulent)
[172/200] rendered images/Ling_1944_d6a69307b07b.png (email, light, fraudulent)
[173/200] rendered images/Ling_2819_054598790409.png (email, light, fraudulent)
[174/200] rendered images/Ling_997_72b25cc2e590.png (email, dark, fraudulent)
[175/200] rendered images/Ling_386_d0f3cf96f148.png (email, light, fraudulent)
[176/200] rendered images/Ling_92_209fc9f179d3.png (email, dark, fraudulent)
[177/200] rendered images/Ling_603_10eb77a66507.png (email, dark, fraudulent)
[178/200] rendered images/Ling_1666_e3feab90b2e0.png (email, dark, fraudulent)
[179/200] rendered images/Ling_2451_8106c72c354a.png (email, light, fraudulent)
[180/200] rendered images/Ling_384_98d6aacc42ed.png (email, dark, fraudulent)
[181/200] rendered images/Ling_2524_16e6f8bc2a4b.png (email, dark, fraudulent)
[182/200] rendered images/Ling_1782_beb95d960517.png (email, dark, fraudulent)
[183/200] rendered images/Ling_705_c8208edf7f14.png (email, dark, fraudulent)
[184/200] rendered images/Ling_353_e9134ca97a0b.png (email, light, fraudulent)
[185/200] rendered images/Ling_2564_99d954520d23.png (email, dark, fraudulent)
[186/200] rendered images/Ling_230_980161d5aa6a.png (email, dark, fraudulent)
[187/200] rendered images/Ling_85_80d4a244dd98.png (email, light, fraudulent)
[188/200] rendered images/Ling_1736_8a1277a8d6fc.png (email, dark, fraudulent)
[189/200] rendered images/Ling_2804_8767e724e343.png (email, dark, fraudulent)
[190/200] rendered images/Ling_1987_374777d87d61.png (email, dark, fraudulent)
[191/200] rendered images/Ling_1622_207a75eb3d93.png (email, dark, fraudulent)
[192/200] rendered images/Ling_385_688e66fde158.png (email, dark, fraudulent)
[193/200] rendered images/Ling_2392_5c27952d8b4a.png (email, dark, fraudulent)
[194/200] rendered images/Ling_139_09e12ed64fb3.png (email, light, fraudulent)
[195/200] rendered images/Ling_1479_6d97892c172d.png (email, light, fraudulent)
[196/200] rendered images/Ling_1093_7aaf91a07b79.png (email, light, fraudulent)
[197/200] rendered images/Ling_1341_60d2909fd5a0.png (email, light, fraudulent)
[198/200] rendered images/Ling_811_d5002f8d29d3.png (email, light, fraudulent)
[199/200] rendered images/Ling_2582_1448201d30bb.png (email, dark, fraudulent)
[200/200] rendered images/Ling_953_f973570d0548.png (email, dark, fraudulent)

Wrote 200 samples. Manifest: D:\ai-scam-detection-data\generated\manifest.csv
=== GENUINE ===
>>> python generate.py --input data/raw/phishing_email.csv --source-type phishing --output-dir D:/ai-scam-detection-data/generated --label-filter genuine --sample 700 --seed 201
[1/700] rendered images/phishing_email_5756_2a2f465e6044.png (instagram, dark, genuine)
[2/700] rendered images/phishing_email_39664_83ddb47faffe.jpg (whatsapp, dark, genuine)
[3/700] rendered images/phishing_email_53524_39bd4616b2fe.png (telegram, light, genuine)
[4/700] rendered images/phishing_email_240_8f9adbb6d54d.jpg (whatsapp, light, genuine)
[5/700] rendered images/phishing_email_33481_1e6d2e75780f.png (sms, light, genuine)
[6/700] rendered images/phishing_email_39742_2f0b39ee4a3f.jpg (telegram, light, genuine)
[7/700] rendered images/phishing_email_62859_6a4258fd38d0.png (email, dark, genuine)
[8/700] rendered images/phishing_email_32087_950616ecf9bc.png (sms, dark, genuine)
[9/700] rendered images/phishing_email_58976_b927595d9315.png (email, light, genuine)
[10/700] rendered images/phishing_email_64212_101da92832c0.png (sms, dark, genuine)
[11/700] rendered images/phishing_email_72921_7e4c154a4007.png (sms, light, genuine)
[12/700] rendered images/phishing_email_63371_6742f6ec4e1c.png (email, dark, genuine)
[13/700] rendered images/phishing_email_12002_52f13a91bc73.png (whatsapp, dark, genuine)
[14/700] rendered images/phishing_email_73416_7e5da88d76dd.png (sms, dark, genuine)
[15/700] rendered images/phishing_email_63722_9f35a6e3c82f.png (telegram, light, genuine)
[16/700] rendered images/phishing_email_5439_c7cd015b444f.jpg (telegram, dark, genuine)
[17/700] rendered images/phishing_email_70835_cb9c934b3ef0.png (email, dark, genuine)
[18/700] rendered images/phishing_email_25327_f7e4628c3571.jpg (instagram, light, genuine)
[19/700] rendered images/phishing_email_22198_4d97b8766dbf.png (telegram, dark, genuine)
[20/700] rendered images/phishing_email_16713_41502f21afc5.png (email, dark, genuine)
[21/700] rendered images/phishing_email_901_445db6afed26.png (instagram, light, genuine)
[22/700] rendered images/phishing_email_35813_ed38a33faa23.jpg (telegram, light, genuine)
[23/700] rendered images/phishing_email_8402_7d3424a8a271.png (email, dark, genuine)
[24/700] rendered images/phishing_email_25982_9ab431bd4289.png (whatsapp, dark, genuine)
[25/700] rendered images/phishing_email_72878_6c5b6f9069a7.png (whatsapp, light, genuine)
[26/700] rendered images/phishing_email_31793_76eb24d2fa7f.png (instagram, light, genuine)
[27/700] rendered images/phishing_email_16183_e7fe623dfb2f.jpg (instagram, light, genuine)
[28/700] rendered images/phishing_email_1993_8c4e432df3c1.png (email, dark, genuine)
[29/700] rendered images/phishing_email_73991_090009ebe6cb.png (email, dark, genuine)
[30/700] rendered images/phishing_email_6477_047ede1c4f04.png (sms, light, genuine)
[31/700] rendered images/phishing_email_51901_5bf96b9f36f2.png (telegram, dark, genuine)
[32/700] rendered images/phishing_email_65967_89b790522ce3.png (email, light, genuine)
[33/700] rendered images/phishing_email_71318_1c2745af8a62.png (email, light, genuine)
[34/700] rendered images/phishing_email_72840_c3448136fd8b.png (instagram, light, genuine)
[35/700] rendered images/phishing_email_35063_b3ee78ffaa4f.jpg (instagram, dark, genuine)
[36/700] rendered images/phishing_email_64476_e29d82b9f287.png (telegram, light, genuine)
[37/700] rendered images/phishing_email_7552_a9dd00dc0fa6.png (telegram, dark, genuine)
[38/700] rendered images/phishing_email_74527_a9a8a69edbcd.jpg (instagram, light, genuine)
[39/700] rendered images/phishing_email_37867_07ff4331dab3.png (instagram, light, genuine)
[40/700] rendered images/phishing_email_70657_2805d4b3adfe.png (sms, light, genuine)
[41/700] rendered images/phishing_email_42497_0ec6206d59a4.png (whatsapp, dark, genuine)
[42/700] rendered images/phishing_email_73060_c7bb78dd86cd.png (sms, dark, genuine)
[43/700] rendered images/phishing_email_47217_3eb90c97c204.png (email, light, genuine)
[44/700] rendered images/phishing_email_16628_3efa4aeab747.png (whatsapp, light, genuine)
[45/700] rendered images/phishing_email_1962_22fc66a993b7.jpg (whatsapp, dark, genuine)
[46/700] rendered images/phishing_email_52338_910b8d4cb440.png (sms, light, genuine)
[47/700] rendered images/phishing_email_57137_534508fd52cf.png (sms, dark, genuine)
[48/700] rendered images/phishing_email_2668_bd115d95bb49.png (email, dark, genuine)
[49/700] rendered images/phishing_email_53300_1df4f8b49e39.png (sms, light, genuine)
[50/700] rendered images/phishing_email_32050_781e33ab24a9.png (sms, dark, genuine)
[51/700] rendered images/phishing_email_879_c5e0b8fe2519.png (sms, light, genuine)
[52/700] rendered images/phishing_email_21338_b3490c2ab444.jpg (telegram, dark, genuine)
[53/700] rendered images/phishing_email_52606_4e065593a8ab.jpg (sms, light, genuine)
[54/700] rendered images/phishing_email_30373_345be1994ab8.jpg (sms, dark, genuine)
[55/700] rendered images/phishing_email_66443_4299f07a4a57.png (instagram, dark, genuine)
[56/700] rendered images/phishing_email_815_e52f9fc2110a.png (sms, dark, genuine)
[57/700] rendered images/phishing_email_30609_0d978ea0f8dd.jpg (whatsapp, dark, genuine)
[58/700] rendered images/phishing_email_75048_94fe1f47dc7c.png (instagram, light, genuine)
[59/700] rendered images/phishing_email_38710_62e07b3aea9e.png (sms, light, genuine)
[60/700] rendered images/phishing_email_8380_31286469786d.png (whatsapp, light, genuine)
[61/700] rendered images/phishing_email_31923_101066c58cc6.png (telegram, dark, genuine)
[62/700] rendered images/phishing_email_41820_e9f736f4240d.png (sms, light, genuine)
[63/700] rendered images/phishing_email_16913_ea79fd5c5dde.png (email, dark, genuine)
[64/700] rendered images/phishing_email_36108_c3fcbfa7a8da.png (instagram, light, genuine)
[65/700] rendered images/phishing_email_74785_a5728e4c79a0.png (telegram, light, genuine)
[66/700] rendered images/phishing_email_2267_e5e76c968981.jpg (telegram, light, genuine)
[67/700] rendered images/phishing_email_16127_e0a71a26f5a6.png (email, light, genuine)
[68/700] rendered images/phishing_email_65026_eacff9ab651e.png (email, dark, genuine)
[69/700] rendered images/phishing_email_55847_664b6587324f.png (telegram, dark, genuine)
[70/700] rendered images/phishing_email_75131_e4380b2399ad.png (telegram, dark, genuine)
[71/700] rendered images/phishing_email_34976_71a18cca368c.png (email, dark, genuine)
[72/700] rendered images/phishing_email_73667_99471d2af92c.png (email, light, genuine)
[73/700] rendered images/phishing_email_68959_ad2d9f63ead1.png (email, dark, genuine)
[74/700] rendered images/phishing_email_391_d287311cefa7.jpg (instagram, light, genuine)
[75/700] rendered images/phishing_email_6138_f8519d66b766.png (email, light, genuine)
[76/700] rendered images/phishing_email_46605_acdc81cf9097.png (whatsapp, light, genuine)
[77/700] rendered images/phishing_email_66805_326a2ab0d2bc.png (telegram, light, genuine)
[78/700] rendered images/phishing_email_67112_80d7044c2296.jpg (sms, light, genuine)
[79/700] rendered images/phishing_email_16054_f7b7459ba76d.png (telegram, light, genuine)
[80/700] rendered images/phishing_email_6463_0c6bd8a034db.jpg (sms, dark, genuine)
[81/700] rendered images/phishing_email_21415_125412ad6f5b.jpg (sms, light, genuine)
[82/700] rendered images/phishing_email_2448_641ba18b89a6.png (email, light, genuine)
[83/700] rendered images/phishing_email_70782_02c5296ff192.png (telegram, light, genuine)
[84/700] rendered images/phishing_email_44913_7f6a157fa5ba.png (telegram, light, genuine)
[85/700] rendered images/phishing_email_64924_56661e1c3901.png (sms, light, genuine)
[86/700] rendered images/phishing_email_59437_2a3ee45d7994.jpg (instagram, light, genuine)
[87/700] rendered images/phishing_email_161_120b839f1b65.png (telegram, light, genuine)
[88/700] rendered images/phishing_email_2151_9cad4d6a4bba.png (instagram, dark, genuine)
[89/700] rendered images/phishing_email_22446_7e9486679205.jpg (sms, light, genuine)
[90/700] rendered images/phishing_email_65338_d92a3a196908.jpg (instagram, light, genuine)
[91/700] rendered images/phishing_email_61028_6851be2daf5c.png (whatsapp, dark, genuine)
[92/700] rendered images/phishing_email_74649_4aad1d6c9d77.png (telegram, dark, genuine)
[93/700] rendered images/phishing_email_67556_f249bc96fd33.jpg (instagram, dark, genuine)
[94/700] rendered images/phishing_email_43619_69dc1ca1d460.jpg (instagram, dark, genuine)
[95/700] rendered images/phishing_email_42297_44dcc4c3f23b.jpg (whatsapp, dark, genuine)
[96/700] rendered images/phishing_email_52345_8e00d08831eb.png (telegram, dark, genuine)
[97/700] rendered images/phishing_email_14079_3869551c8b68.png (sms, dark, genuine)
[98/700] rendered images/phishing_email_5105_207ce4f71495.png (sms, dark, genuine)
[99/700] rendered images/phishing_email_13455_0c5999c1ea4d.png (whatsapp, light, genuine)
[100/700] rendered images/phishing_email_60329_9e9d6a0fa10b.png (instagram, light, genuine)
[101/700] rendered images/phishing_email_1498_2e016ed834f3.jpg (telegram, light, genuine)
[102/700] rendered images/phishing_email_8756_e0eaa8a4e84e.jpg (instagram, light, genuine)
